Timestamp,Open,High,Low,Close,Volume
20080318 00:00:00:000,0.78835,0.78845,0.7769,0.7791,985308.831743829
20080319 00:00:00:000,0.7791,0.7894,0.77805,0.7882,312280.829148881
20080320 00:00:00:000,0.7882,0.7884,0.7759,0.7776,408169.850297954
20080321 00:00:00:000,0.7776,0.78,0.7762,0.77865,816519.397219069
20080323 00:00:00:000,0.77889,0.7791,0.7775,0.77845,255241.798914731
20080324 00:00:00:000,0.77845,0.77895,0.7745,0.77635,709748.550840136
20080325 00:00:00:000,0.77635,0.7828,0.7749,0.7795,502286.703885458
20080326 00:00:00:000,0.7795,0.7894,0.778,0.78795,632420.75153156
20080327 00:00:00:000,0.78795,0.78995,0.7809,0.78775,601760.291666783
20080328 00:00:00:000,0.78775,0.7929,0.7859,0.7917,552237.670108177
20080330 00:00:00:000,0.79158,0.7926,0.79095,0.79105,155406.450140838
20080331 00:00:00:000,0.79105,0.79815,0.78965,0.79455,902461.99863641
20080401 00:00:00:000,0.79455,0.7958,0.78715,0.7892,872944.522236411
20080402 00:00:00:000,0.7892,0.78985,0.7852,0.78885,1296293.27832969
20080403 00:00:00:000,0.78885,0.7909,0.7823,0.78525,867780.366370499
20080404 00:00:00:000,0.78525,0.7895,0.784,0.78933,595755.414407093
20080406 00:00:00:000,0.78831,0.7893,0.78804,0.7891,382902.96147237
20080407 00:00:00:000,0.7891,0.7915,0.78665,0.79,685623.10063991
20080408 00:00:00:000,0.79,0.79895,0.7899,0.7978,1113715.56962308
20080409 00:00:00:000,0.7978,0.80235,0.79665,0.8014,769575.522116296
20080410 00:00:00:000,0.8014,0.80285,0.7967,0.7985,738879.292252231
20080411 00:00:00:000,0.7985,0.80375,0.7977,0.8027,1034843.55865151
20080413 00:00:00:000,0.79848,0.7992,0.79785,0.7986,289218.952617127
20080414 00:00:00:000,0.7986,0.8022,0.79625,0.802,1247658.8247807
20080415 00:00:00:000,0.802,0.80635,0.801,0.8044,1275339.20487633
20080416 00:00:00:000,0.8044,0.80975,0.80245,0.80835,788050.109231401
20080417 00:00:00:000,0.80835,0.80965,0.79705,0.7991,456309.233277984
20080418 00:00:00:000,0.7991,0.7994,0.7875,0.7915,323808.703035764
20080420 00:00:00:000,0.7915,0.79155,0.7901,0.791,50118.4693847261
20080421 00:00:00:000,0.791,0.8041,0.7897,0.8026,254203.981673952
20080422 00:00:00:000,0.8026,0.805,0.798,0.80015,998249.801537223
20080423 00:00:00:000,0.80015,0.80415,0.7994,0.8024,1470975.65094828
20080424 00:00:00:000,0.8024,0.8026,0.7937,0.7946,818736.363304332
20080425 00:00:00:000,0.7946,0.7954,0.7851,0.7871,857936.891898889
20080427 00:00:00:000,0.78645,0.7877,0.78607,0.7874,23701.5000147596
20080428 00:00:00:000,0.7874,0.7906,0.78345,0.7861,129863.101804528
20080429 00:00:00:000,0.7861,0.79205,0.78295,0.7917,116189.143012762
20080430 00:00:00:000,0.79165,0.7947,0.7836,0.78625,159376.700443506
20080501 00:00:00:000,0.78625,0.7876,0.78005,0.7821,380392.502558805
20080502 00:00:00:000,0.7825,0.7837,0.7765,0.782,235260.650639713
20080504 00:00:00:000,0.7821,0.78258,0.7815,0.782,20946.200010851
20080505 00:00:00:000,0.782,0.78735,0.78165,0.7855,215739.21686637
20080506 00:00:00:000,0.7855,0.78905,0.7846,0.7872,194594.400098085
20080507 00:00:00:000,0.7872,0.7921,0.786,0.7865,284062.065369315
20080508 00:00:00:000,0.7865,0.78895,0.7822,0.7876,281445.590559009
20080509 00:00:00:000,0.78765,0.7941,0.7872,0.7923,207021.510213099
20080511 00:00:00:000,0.7919,0.7927,0.7915,0.7923,21095.9000307173
20080512 00:00:00:000,0.7923,0.7953,0.7877,0.79505,125729.200133078
20080513 00:00:00:000,0.79505,0.79745,0.7915,0.7953,175785.550435852
20080514 00:00:00:000,0.79525,0.79665,0.79255,0.7945,160424.75083546
20080515 00:00:00:000,0.7945,0.7987,0.79225,0.7936,247339.113016881
20080516 00:00:00:000,0.7936,0.7976,0.7932,0.7956,159639.020887773
20080518 00:00:00:000,0.7965,0.7977,0.79565,0.796,46762.7000958472
20080519 00:00:00:000,0.796,0.79795,0.79498,0.7965,168652.672890082
20080520 00:00:00:000,0.7965,0.79805,0.79435,0.79535,166005.400348969
20080521 00:00:00:000,0.79535,0.8034,0.7953,0.8004,196336.064049449
20080522 00:00:00:000,0.8004,0.8012,0.79255,0.7944,248618.49115574
20080523 00:00:00:000,0.7943,0.7971,0.7935,0.79605,201017.700720269
20080525 00:00:00:000,0.79627,0.79655,0.7953,0.7965,46026.3998558894
20080526 00:00:00:000,0.7965,0.79725,0.7947,0.7962,185179.852294594
20080527 00:00:00:000,0.7962,0.7984,0.79329,0.7943,135780.835211731
20080528 00:00:00:000,0.7943,0.79555,0.7881,0.7901,261880.089947637
20080529 00:00:00:000,0.7901,0.7915,0.78435,0.7857,105135.00028047
20080530 00:00:00:000,0.7857,0.7876,0.7834,0.78445,136108.965581336
20080601 00:00:00:000,0.78889,0.78895,0.78482,0.788,6212.60001254082
20080602 00:00:00:000,0.788,0.7929,0.7868,0.7908,131082.642901983
20080603 00:00:00:000,0.7908,0.794,0.7855,0.7875,48168.2766852491
20080604 00:00:00:000,0.7875,0.7917,0.7866,0.7899,60200.5714441594
20080605 00:00:00:000,0.7899,0.79655,0.7884,0.7961,34151.3102735132
20080606 00:00:00:000,0.7961,0.8008,0.79527,0.80035,55814.7694586217
20080608 00:00:00:000,0.80159,0.8017,0.8004,0.8006,6864.59997621179
20080609 00:00:00:000,0.8006,0.80335,0.79155,0.79285,69292.3240899667
20080610 00:00:00:000,0.7929,0.7948,0.7891,0.7914,126212.360538086
20080611 00:00:00:000,0.7914,0.79385,0.79,0.7923,168884.688508779
20080612 00:00:00:000,0.7923,0.7948,0.78835,0.7934,326523.684920639
20080613 00:00:00:000,0.7934,0.794,0.787,0.7892,323942.568835307
20080615 00:00:00:000,0.78985,0.7912,0.78905,0.7894,12791.199996084
20080616 00:00:00:000,0.7894,0.7901,0.78615,0.7877,451710.700091243
20080617 00:00:00:000,0.7877,0.7955,0.7871,0.7925,487869.099334836
20080618 00:00:00:000,0.7925,0.7952,0.7913,0.7933,377260.799692512
20080619 00:00:00:000,0.7933,0.79465,0.78485,0.7857,441071.999644995
20080620 00:00:00:000,0.7857,0.7924,0.78545,0.7896,394378.899696469
20080622 00:00:00:000,0.79102,0.79155,0.7897,0.79005,19918.3999950886
20080623 00:00:00:000,0.79,0.7919,0.78925,0.79,373214.198436618
20080624 00:00:00:000,0.79,0.79285,0.78921,0.7901,341945.241213679
20080625 00:00:00:000,0.7901,0.79485,0.7891,0.7935,604098.281167269
20080626 00:00:00:000,0.79355,0.795,0.791,0.7929,213074.59944737
20080627 00:00:00:000,0.7929,0.7946,0.78945,0.7915,389396.298972368
20080629 00:00:00:000,0.79083,0.7922,0.7907,0.79175,10259.2999771833
20080630 00:00:00:000,0.79175,0.79375,0.7896,0.7908,530896.85019362
20080701 00:00:00:000,0.7908,0.79295,0.787,0.79165,201756.79931283
20080702 00:00:00:000,0.79165,0.7973,0.79155,0.7965,450236.90210104
20080703 00:00:00:000,0.7965,0.80015,0.79085,0.79085,345978.589188457
20080704 00:00:00:000,0.79085,0.79305,0.7903,0.7921,315101.242419004
20080706 00:00:00:000,0.79168,0.79205,0.79115,0.7918,13017.0000288486
20080707 00:00:00:000,0.7918,0.7967,0.7901,0.7955,326646.025632381
20080708 00:00:00:000,0.7955,0.79655,0.794,0.7953,307117.421973705
20080709 00:00:00:000,0.7953,0.7975,0.7932,0.7939,252551.468651176
20080710 00:00:00:000,0.7939,0.7987,0.79322,0.7983,138912.97766006
20080711 00:00:00:000,0.7983,0.8017,0.7973,0.8013,219051.01511991
20080713 00:00:00:000,0.80196,0.80255,0.8005,0.8009,27574.2001941204
20080714 00:00:00:000,0.8009,0.8017,0.7963,0.7963,244315.723403811
20080715 00:00:00:000,0.7963,0.7984,0.79235,0.7935,144234.13593924
20080716 00:00:00:000,0.7935,0.7955,0.7907,0.7913,166464.915295839
20080717 00:00:00:000,0.7913,0.7938,0.79095,0.79355,140606.63973105
20080718 00:00:00:000,0.79355,0.79595,0.79225,0.79325,132218.005191326
20080720 00:00:00:000,0.7925,0.79457,0.7925,0.7944,5692.40006840229
20080721 00:00:00:000,0.7944,0.79745,0.79385,0.79495,119045.919578731
20080722 00:00:00:000,0.795,0.79595,0.79155,0.7924,164525.728033304
20080723 00:00:00:000,0.7924,0.79295,0.784,0.78515,195506.251289845
20080724 00:00:00:000,0.78515,0.79065,0.7847,0.7897,172698.423395395
20080725 00:00:00:000,0.78975,0.792,0.787,0.7887,165204.002614856
20080727 00:00:00:000,0.78847,0.78961,0.78795,0.7894,5539.30004298687
20080728 00:00:00:000,0.7894,0.7932,0.7887,0.78915,125753.908110023
20080729 00:00:00:000,0.78915,0.7912,0.7864,0.78725,125883.924631
20080730 00:00:00:000,0.78725,0.78785,0.7851,0.78655,135001.199635267
20080731 00:00:00:000,0.78655,0.7893,0.78585,0.7859,148178.068124056
20080801 00:00:00:000,0.7859,0.7891,0.78455,0.7878,181155.903177977
20080803 00:00:00:000,0.7882,0.78895,0.7878,0.7882,4646.80000960827
20080804 00:00:00:000,0.7882,0.79455,0.7882,0.79365,179391.099268556
20080805 00:00:00:000,0.7937,0.7942,0.79015,0.79085,296208.002446651
20080806 00:00:00:000,0.7908,0.79275,0.79025,0.7917,291573.300637126
20080807 00:00:00:000,0.7917,0.7938,0.78785,0.7879,279919.046777129
20080808 00:00:00:000,0.78795,0.78975,0.78105,0.7811,294633.199548364
20080810 00:00:00:000,0.78061,0.78155,0.7796,0.7802,20154.0000874996
20080811 00:00:00:000,0.7802,0.78375,0.7794,0.77985,293571.600331068
20080812 00:00:00:000,0.77985,0.78735,0.77955,0.7855,494771.745971441
20080813 00:00:00:000,0.7855,0.7991,0.7851,0.7981,305657.807988167
20080814 00:00:00:000,0.7981,0.79835,0.7911,0.7916,295704.065727592
20080815 00:00:00:000,0.7916,0.79445,0.7868,0.78695,139664.44093442
20080817 00:00:00:000,0.78724,0.78785,0.7866,0.78755,9324.00005102158
20080818 00:00:00:000,0.78755,0.7908,0.78705,0.78795,158493.100632787
20080819 00:00:00:000,0.78795,0.79245,0.7873,0.79195,207015.994728804
20080820 00:00:00:000,0.79195,0.79355,0.78995,0.7917,176342.065740466
20080821 00:00:00:000,0.7917,0.79445,0.7907,0.79325,318857.969723225
20080822 00:00:00:000,0.79325,0.7988,0.7924,0.7984,256773.036806583
20080824 00:00:00:000,0.7987,0.79883,0.798,0.79865,6101.8000292778
20080825 00:00:00:000,0.79865,0.8004,0.79595,0.79645,149298.000172853
20080826 00:00:00:000,0.7965,0.79795,0.7939,0.7963,220562.296660304
20080827 00:00:00:000,0.7963,0.803,0.7961,0.8027,221733.566083014
20080828 00:00:00:000,0.8027,0.80595,0.80255,0.8038,297732.853751272
20080829 00:00:00:000,0.8038,0.8075,0.8033,0.8056,229629.874213576
20080831 00:00:00:000,0.8094,0.8137,0.8093,0.81115,39655.7005046606
20080901 00:00:00:000,0.81115,0.8163,0.809,0.81375,265790.871909618
20080902 00:00:00:000,0.81375,0.8152,0.81105,0.81385,299115.859278321
20080903 00:00:00:000,0.81385,0.8187,0.8122,0.8178,341785.191907644
20080904 00:00:00:000,0.8178,0.8181,0.80705,0.8101,367925.576711953
20080905 00:00:00:000,0.8101,0.81405,0.8054,0.80755,469234.903906822
20080907 00:00:00:000,0.80548,0.8077,0.8022,0.8057,40077.8002570868
20080908 00:00:00:000,0.8056,0.8078,0.80205,0.80325,421540.904400945
20080909 00:00:00:000,0.8033,0.8051,0.8003,0.8015,430434.59295094
20080910 00:00:00:000,0.8015,0.8041,0.79645,0.7965,418839.867689371
20080911 00:00:00:000,0.7965,0.79815,0.79205,0.79765,377187.362196445
20080912 00:00:00:000,0.79765,0.79775,0.79125,0.79305,281520.335326433
20080914 00:00:00:000,0.79434,0.7968,0.7925,0.79595,17800.2000297308
20080915 00:00:00:000,0.796,0.80075,0.7909,0.794,708114.498913288
20080916 00:00:00:000,0.794,0.79815,0.7908,0.79305,652061.902324915
20080917 00:00:00:000,0.79305,0.79835,0.78655,0.789,790568.550401568
20080918 00:00:00:000,0.789,0.7964,0.7864,0.78815,834132.99638617
20080919 00:00:00:000,0.78805,0.79315,0.7848,0.78945,484281.60153687
20080921 00:00:00:000,0.79009,0.791,0.7884,0.79055,43809.3999021053
20080922 00:00:00:000,0.79055,0.7979,0.78925,0.79695,509672.499633193
20080923 00:00:00:000,0.79695,0.79785,0.7905,0.7909,369428.088736892
20080924 00:00:00:000,0.7909,0.7939,0.78845,0.7909,415250.166749358
20080925 00:00:00:000,0.7909,0.79735,0.79005,0.79575,406651.025441885
20080926 00:00:00:000,0.79575,0.79675,0.792,0.7921,337897.620067954
20080928 00:00:00:000,0.79318,0.7947,0.7912,0.79405,62256.3000259399
20080929 00:00:00:000,0.79405,0.8023,0.7908,0.7978,581792.199375868
20080930 00:00:00:000,0.79745,0.79815,0.78435,0.79165,610334.966257095
20081001 00:00:00:000,0.79175,0.7952,0.78915,0.7914,639134.8320086
20081002 00:00:00:000,0.7914,0.7914,0.78155,0.7817,419880.013653398
20081003 00:00:00:000,0.78175,0.78475,0.77535,0.77735,514077.913126349
20081005 00:00:00:000,0.77259,0.774,0.7715,0.7726,42984.6997720003
20081006 00:00:00:000,0.77275,0.77975,0.7701,0.7754,751731.480944157
20081007 00:00:00:000,0.77535,0.78125,0.77125,0.77695,611262.789161921
20081008 00:00:00:000,0.77695,0.7939,0.77165,0.78965,12931781.67532
20081009 00:00:00:000,0.78965,0.7971,0.786,0.7961,21859177.7293149
20081010 00:00:00:000,0.7961,0.80705,0.7854,0.78605,13582177.7872362
20081012 00:00:00:000,0.79127,0.79455,0.79001,0.79335,502942.175844789
20081013 00:00:00:000,0.79335,0.79682,0.77825,0.7825,16912705.8343048
20081014 00:00:00:000,0.7826,0.7845,0.7762,0.7794,20001925.4816084
20081015 00:00:00:000,0.7794,0.7856,0.7735,0.78135,22657410.3427067
20081016 00:00:00:000,0.78135,0.78415,0.774,0.77765,22811380.2843266
20081017 00:00:00:000,0.77765,0.78085,0.774,0.77585,16535433.9395409
20081019 00:00:00:000,0.77468,0.7767,0.77375,0.77595,325975.791985035
20081020 00:00:00:000,0.77595,0.7784,0.7693,0.7768,11288796.1553841
20081021 00:00:00:000,0.7768,0.7871,0.77365,0.78685,16185354.4953737
20081022 00:00:00:000,0.78685,0.7956,0.78175,0.78785,14491175.2961979
20081023 00:00:00:000,0.78785,0.79895,0.7836,0.79685,16447811.3267174
20081024 00:00:00:000,0.79695,0.81935,0.7904,0.79315,7050461.74401236
20081026 00:00:00:000,0.79398,0.80175,0.79354,0.79585,289985.235268593
20081027 00:00:00:000,0.79585,0.8123,0.7941,0.802,5944505.29062808
20081028 00:00:00:000,0.802,0.805,0.7954,0.7958,324493.753740788
20081029 00:00:00:000,0.7958,0.79945,0.78355,0.7913,262687.800067425
20081030 00:00:00:000,0.7913,0.801,0.784,0.7859,240457.600958109
20081031 00:00:00:000,0.78595,0.79295,0.7808,0.7918,194634.200113416
20081102 00:00:00:000,0.7922,0.79345,0.79142,0.7924,5139.9000620842
20081103 00:00:00:000,0.7924,0.8057,0.78405,0.79975,229019.045657873
20081104 00:00:00:000,0.79975,0.81635,0.7972,0.8146,359733.853343368
20081105 00:00:00:000,0.81465,0.81625,0.8045,0.81495,415734.489523649
20081106 00:00:00:000,0.81495,0.8154,0.8,0.81415,412580.138908982
20081107 00:00:00:000,0.81425,0.8192,0.8066,0.8127,266999.532654047
20081109 00:00:00:000,0.81023,0.81305,0.80999,0.81175,7646.20022261143
20081110 00:00:00:000,0.81175,0.82085,0.8106,0.815,182528.919635236
20081111 00:00:00:000,0.81505,0.82135,0.81105,0.8133,140712.190076739
20081112 00:00:00:000,0.8133,0.8412,0.81295,0.8364,157185.844688118
20081113 00:00:00:000,0.8364,0.86625,0.83415,0.8578,215082.119408488
20081114 00:00:00:000,0.85775,0.8636,0.8524,0.8548,199997.099071503
20081116 00:00:00:000,0.85494,0.855,0.8512,0.85365,7959.09993934631
20081117 00:00:00:000,0.8536,0.85685,0.84055,0.8429,233727.736110449
20081118 00:00:00:000,0.843,0.8458,0.83575,0.8445,231077.698585391
20081119 00:00:00:000,0.8445,0.8462,0.8338,0.8349,264439.486688763
20081120 00:00:00:000,0.83485,0.8502,0.83335,0.8438,254280.843470335
20081121 00:00:00:000,0.8438,0.8506,0.837,0.8433,253114.501152754
20081123 00:00:00:000,0.8434,0.8476,0.8427,0.84645,5343.79997575283
20081124 00:00:00:000,0.84645,0.8539,0.8431,0.85225,334158.769865349
20081125 00:00:00:000,0.85225,0.8568,0.8399,0.84455,315427.860574186
20081126 00:00:00:000,0.84455,0.84835,0.8361,0.8407,339052.500430942
20081127 00:00:00:000,0.84075,0.84145,0.8346,0.8371,264016.701313615
20081128 00:00:00:000,0.8371,0.84005,0.82346,0.8254,356932.060311913
20081130 00:00:00:000,0.82702,0.82702,0.8244,0.8249,4781.19998931885
20081201 00:00:00:000,0.8251,0.85275,0.8242,0.8472,350833.600277781
20081202 00:00:00:000,0.8472,0.855,0.84375,0.8527,373727.89859128
20081203 00:00:00:000,0.8527,0.8607,0.85095,0.8594,419985.980133995
20081204 00:00:00:000,0.8594,0.87245,0.85863,0.8698,593614.348034024
20081205 00:00:00:000,0.8698,0.87205,0.86115,0.86565,376152.000591159
20081207 00:00:00:000,0.86345,0.86585,0.86249,0.8656,5732.20007586479
20081208 00:00:00:000,0.8656,0.8738,0.85775,0.8684,424065.051019385
20081209 00:00:00:000,0.86815,0.87685,0.86635,0.87595,510654.535493582
20081210 00:00:00:000,0.876,0.88225,0.87245,0.87935,365185.980942726
20081211 00:00:00:000,0.87935,0.89085,0.87605,0.8868,390838.361404091
20081212 00:00:00:000,0.88685,0.8997,0.88535,0.8943,335665.800984025
20081214 00:00:00:000,0.8936,0.89745,0.89275,0.8965,8761.30001759529
20081215 00:00:00:000,0.8965,0.902,0.8885,0.8951,381202.87421231
20081216 00:00:00:000,0.8951,0.9049,0.89215,0.90245,428048.24462913
20081217 00:00:00:000,0.90245,0.9326,0.8984,0.9286,363230.935031742
20081218 00:00:00:000,0.92865,0.9555,0.92465,0.94915,346387.12491107
20081219 00:00:00:000,0.9491,0.9497,0.928,0.9313,331412.000911593
20081221 00:00:00:000,0.93164,0.9334,0.92965,0.9333,6031.99996030331
20081222 00:00:00:000,0.9334,0.95235,0.9321,0.94086,300862.700129017
20081223 00:00:00:000,0.94075,0.9496,0.9386,0.94495,176401.200444579
20081224 00:00:00:000,0.94495,0.95375,0.94202,0.95068,123282.199935317
20081225 00:00:00:000,0.95065,0.95893,0.92092,0.9495,173265.300375223
20081226 00:00:00:000,0.9495,0.9618,0.94855,0.96115,90103.9005508423
20081228 00:00:00:000,0.95886,0.96245,0.95845,0.9619,5420.1000623703
20081229 00:00:00:000,0.9619,0.97985,0.95985,0.9696,312020.092927307
20081230 00:00:00:000,0.9697,0.9803,0.9672,0.9773,170645.687229276
20081231 00:00:00:000,0.97725,0.9783,0.9475,0.9538,189559.946525767
20090101 00:00:00:000,0.95365,0.96367,0.94575,0.95015,163508.980665922
20090102 00:00:00:000,0.9501,0.96475,0.94345,0.9565,200205.300427079
20090104 00:00:00:000,0.95555,0.9605,0.9545,0.96025,6669.0001001358
20090105 00:00:00:000,0.96025,0.96315,0.92285,0.9268,230697.299557447
20090106 00:00:00:000,0.9264,0.9299,0.9022,0.9054,278473.099634886
20090107 00:00:00:000,0.9053,0.9174,0.896,0.90265,272606.89703536
20090108 00:00:00:000,0.9027,0.90625,0.88925,0.8993,210290.699716091
20090109 00:00:00:000,0.8994,0.90455,0.8837,0.88785,196720.199386001
20090111 00:00:00:000,0.88975,0.89305,0.88725,0.8894,9444.20006549358
20090112 00:00:00:000,0.8894,0.9029,0.88595,0.9013,260894.999321222
20090113 00:00:00:000,0.9013,0.91235,0.8984,0.90915,272581.22035408
20090114 00:00:00:000,0.90915,0.9127,0.8977,0.9036,307810.698109746
20090115 00:00:00:000,0.9036,0.9059,0.8945,0.8968,457027.70010519
20090116 00:00:00:000,0.89685,0.9044,0.88435,0.9001,425495.600047469
20090118 00:00:00:000,0.89905,0.89925,0.8962,0.89755,8445.31897234917
20090119 00:00:00:000,0.89755,0.91015,0.8962,0.9075,334190.099252939
20090120 00:00:00:000,0.9075,0.9324,0.9072,0.9281,454223.932045817
20090121 00:00:00:000,0.9281,0.9429,0.92645,0.9364,554544.497816324
20090122 00:00:00:000,0.9365,0.94665,0.9324,0.9369,535553.600628167
20090123 00:00:00:000,0.9369,0.9472,0.93355,0.94025,400040.424837947
20090125 00:00:00:000,0.94377,0.9503,0.94265,0.94675,19976.6002020836
20090126 00:00:00:000,0.94675,0.9518,0.9337,0.94365,510728.10402149
20090127 00:00:00:000,0.94365,0.944,0.9278,0.9311,522637.595387101
20090128 00:00:00:000,0.9311,0.9349,0.92045,0.9243,457646.301064014
20090129 00:00:00:000,0.92425,0.92915,0.9046,0.90585,464340.936965317
20090130 00:00:00:000,0.90595,0.9083,0.8802,0.88095,480753.649109364
20090201 00:00:00:000,0.88205,0.88893,0.88115,0.886,16633.2999037504
20090202 00:00:00:000,0.88605,0.908,0.88245,0.90165,388955.399912357
20090203 00:00:00:000,0.90165,0.9083,0.90025,0.9013,453783.499104738
20090204 00:00:00:000,0.9013,0.9074,0.8843,0.88895,443710.104230404
20090205 00:00:00:000,0.88895,0.89295,0.87315,0.87415,400212.144460797
20090206 00:00:00:000,0.8742,0.8793,0.86625,0.8748,412303.830637336
20090208 00:00:00:000,0.87629,0.87667,0.87205,0.8745,14915.0000181198
20090209 00:00:00:000,0.87435,0.8778,0.8679,0.87245,543692.517726541
20090210 00:00:00:000,0.8725,0.88985,0.8636,0.8868,656988.21578145
20090211 00:00:00:000,0.88675,0.903,0.88635,0.89615,549588.13866508
20090212 00:00:00:000,0.8962,0.9072,0.89445,0.9016,572150.153022051
20090213 00:00:00:000,0.90155,0.90205,0.88315,0.8959,458948.973094702
20090215 00:00:00:000,0.89921,0.90025,0.8974,0.89805,17497.6003153324
20090216 00:00:00:000,0.89805,0.901,0.89245,0.8949,373785.23530221
20090217 00:00:00:000,0.89495,0.8957,0.8811,0.8835,578545.308596134
20090218 00:00:00:000,0.8835,0.89205,0.88,0.8819,320280.695974588
20090219 00:00:00:000,0.8817,0.88875,0.87715,0.88725,547501.365696311
